id_venda,id_vendedor,id_produto,produto,categoria,data_venda,quantidade,valor_total,cidade,idEstado
2276,4,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-03-01,25,13750.0,Belem,14
2277,1,34,Dock Station para Notebook,Adaptador,2024-11-24,18,7560.0,Macapa,3
2278,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-10-27,28,7560.0,Recife,17
2279,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-01-23,26,5187.0,Maceio,2
2280,5,17,Cadeira Gamer Reclinavel,Mobiliario,2024-10-05,31,37169.0,Teresina,18
2281,5,3,Headset Gamer 7.1 Surround,Audio,2025-01-01,15,4485.0,Porto Velho,22
2282,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-10-14,17,4590.0,Vitoria,8
2283,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-09-16,36,1980.0,Manaus,4
2284,2,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-09-06,9,23399.91,Porto Velho,22
2285,1,21,Teclado Mecanico Compacto 60%,Teclado,2025-08-18,28,8957.2,Teresina,18
2286,6,27,Webcam 4K Ultra HD,Camera,2025-11-25,36,14364.0,Vitoria,8
2287,5,36,Mouse sem Fio Silencioso,Mouse,2025-06-07,31,2166.9,Sao Luis,10
2288,2,23,Headset USB com Microfone Flexivel,Audio,2025-07-18,3,526.5,Macapa,3
2289,6,7,Caixa de Som USB 2.0,Audio,2025-07-10,20,1700.0,Sao Luis,10
2290,5,8,Microfone Condensador Profissional,Audio,2025-05-14,13,5850.0,Salvador,5
2291,3,38,Projetor Portatil Mini LED,Video,2025-03-26,26,29900.0,Porto Velho,22
2292,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-11-24,24,4788.0,Brasilia,7
2293,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2024-12-05,2,151.0,Recife,17
2294,4,10,Hub USB-C 7-em-1,Adaptador,2025-10-05,30,3897.0,Maceio,2
2295,3,12,Mouse Vertical Ergonomico,Mouse,2025-05-28,36,3596.4,Curitiba,16
2296,3,8,Microfone Condensador Profissional,Audio,2024-11-08,7,3150.0,Belo Horizonte,13
2297,4,7,Caixa de Som USB 2.0,Audio,2024-11-15,29,2465.0,Fortaleza,6
2298,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-05-16,21,11550.0,Brasilia,7
2299,5,34,Dock Station para Notebook,Adaptador,2025-05-21,9,3780.0,Sao Luis,10
2300,5,37,Fone de Ouvido Headband Com Fio,Audio,2025-04-30,17,603.5,Belo Horizonte,13
2301,4,14,SSD Externo Portatil 500GB,Armazenamento,2025-09-21,3,1467.0,Aracaju,26
2302,6,17,Cadeira Gamer Reclinavel,Mobiliario,2025-09-16,34,40766.0,Sao Luis,10
2303,1,11,Teclado Sem Fio Ergonomico,Teclado,2024-12-01,8,1279.92,Vitoria,8
2304,5,29,Mouse Optico Simples USB,Mouse,2025-02-16,21,525.0,Natal,20
2305,5,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-04-21,14,3780.0,Goiania,9
2306,1,27,Webcam 4K Ultra HD,Camera,2025-03-07,6,2394.0,Florianopolis,24
2307,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-10-14,19,3039.81,Florianopolis,24
2308,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-01-05,6,5994.0,Curitiba,16
2309,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-10-24,13,1950.0,Sao Paulo,25
2310,5,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-10-28,35,1925.0,Teresina,18
2311,6,9,Controle Sem Fio para PC,Input Device,2025-06-01,24,5280.0,Florianopolis,24
2312,5,1,Mouse Gamer Optico RGB,Mouse,2025-09-08,38,5696.2,Porto Velho,22
2313,4,27,Webcam 4K Ultra HD,Camera,2025-04-22,18,7182.0,Maceio,2
2314,4,38,Projetor Portatil Mini LED,Video,2025-03-05,1,1150.0,Florianopolis,24
2315,2,10,Hub USB-C 7-em-1,Adaptador,2025-06-17,3,389.7,Campo Grande,12
2316,6,8,Microfone Condensador Profissional,Audio,2025-11-22,18,8100.0,Campo Grande,12
2317,5,37,Fone de Ouvido Headband Com Fio,Audio,2025-09-24,14,497.0,Sao Paulo,25
2318,4,32,Leitor de Cartao de Memoria,Acessorio,2025-11-28,7,245.0,Goiania,9
2319,6,37,Fone de Ouvido Headband Com Fio,Audio,2024-10-11,24,852.0,Belo Horizonte,13
2320,4,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-01-20,10,5500.0,Brasilia,7
2321,3,35,Teclado Numerico USB,Teclado,2025-07-12,15,748.5,Recife,17
2322,1,9,Controle Sem Fio para PC,Input Device,2025-08-29,34,7480.0,Porto Velho,22
2323,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-09-17,1,199.5,Fortaleza,6
2324,6,27,Webcam 4K Ultra HD,Camera,2025-06-15,1,399.0,Vitoria,8
2325,6,36,Mouse sem Fio Silencioso,Mouse,2025-04-07,9,629.1,Recife,17
2326,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-04-21,25,7997.5,Palmas,27
2327,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-02-05,6,359.4,Florianopolis,24
2328,4,29,Mouse Optico Simples USB,Mouse,2025-03-31,26,650.0,Curitiba,16
2329,6,9,Controle Sem Fio para PC,Input Device,2025-10-14,38,8360.0,Fortaleza,6
2330,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-03-08,25,6750.0,Rio Branco,1
2331,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-03-31,27,4050.0,Porto Alegre,21
2332,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-06-23,13,5069.87,Florianopolis,24
2333,1,19,Cooler para Notebook com RGB,Refrigeracao,2025-05-04,11,1210.0,Belo Horizonte,13
2334,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-10-21,12,4679.88,Rio Branco,1
2335,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-02-22,4,359.6,Manaus,4
2336,3,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-05-02,27,1485.0,Porto Velho,22
2337,4,39,No-break 600VA Bivolt,Energia,2024-11-13,2,640.0,Manaus,4
2338,6,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-09-18,25,2247.5,Cuiaba,11
2339,5,26,Placa de Captura Externa 4K,Video,2025-02-23,35,27300.0,Boa Vista,23
2340,6,1,Mouse Gamer Optico RGB,Mouse,2025-01-25,12,1798.8,Joao Pessoa,15
2341,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-12-22,30,5985.0,Belo Horizonte,13
2342,3,12,Mouse Vertical Ergonomico,Mouse,2025-07-13,3,299.7,Manaus,4
2343,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-01-24,13,778.7,Florianopolis,24
2344,5,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-09-17,2,110.0,Porto Velho,22
2345,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-02-01,27,2427.3,Belem,14
2346,3,3,Headset Gamer 7.1 Surround,Audio,2025-01-31,33,9867.0,Curitiba,16
2347,3,10,Hub USB-C 7-em-1,Adaptador,2025-03-01,20,2598.0,Palmas,27
2348,4,12,Mouse Vertical Ergonomico,Mouse,2025-09-27,10,999.0,Aracaju,26
2349,3,37,Fone de Ouvido Headband Com Fio,Audio,2024-11-19,11,390.5,Brasilia,7
2350,4,21,Teclado Mecanico Compacto 60%,Teclado,2025-11-20,31,9916.9,Maceio,2
2351,3,19,Cooler para Notebook com RGB,Refrigeracao,2025-01-31,9,990.0,Joao Pessoa,15
2352,4,37,Fone de Ouvido Headband Com Fio,Audio,2025-02-09,22,781.0,Curitiba,16
2353,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-11-03,37,7381.5,Porto Alegre,21
2354,5,11,Teclado Sem Fio Ergonomico,Teclado,2024-10-10,20,3199.8,Teresina,18
2355,2,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-06-16,12,358.8,Curitiba,16
2356,1,5,Mousepad Grande Speed,Acessorio,2025-05-24,39,1790.1,Belo Horizonte,13
2357,1,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-08-06,27,807.3,Brasilia,7
2358,2,28,Teclado de Membrana Silencioso,Teclado,2024-11-04,20,1598.0,Brasilia,7
2359,2,28,Teclado de Membrana Silencioso,Teclado,2024-12-13,28,2237.2,Rio Branco,1
2360,3,35,Teclado Numerico USB,Teclado,2025-09-05,37,1846.3,Joao Pessoa,15
2361,4,17,Cadeira Gamer Reclinavel,Mobiliario,2025-02-11,5,5995.0,Sao Luis,10
2362,2,28,Teclado de Membrana Silencioso,Teclado,2025-06-15,9,719.1,Florianopolis,24
2363,1,23,Headset USB com Microfone Flexivel,Audio,2024-12-17,34,5967.0,Florianopolis,24
2364,2,5,Mousepad Grande Speed,Acessorio,2025-02-05,10,459.0,Recife,17
2365,6,21,Teclado Mecanico Compacto 60%,Teclado,2025-04-14,40,12796.0,Macapa,3
2366,3,3,Headset Gamer 7.1 Surround,Audio,2025-03-15,26,7774.0,Sao Luis,10
2367,3,12,Mouse Vertical Ergonomico,Mouse,2025-10-27,38,3796.2,Joao Pessoa,15
2368,1,36,Mouse sem Fio Silencioso,Mouse,2025-03-31,24,1677.6,Belo Horizonte,13
2369,4,32,Leitor de Cartao de Memoria,Acessorio,2024-11-27,37,1295.0,Sao Paulo,25
2370,5,39,No-break 600VA Bivolt,Energia,2025-09-12,7,2240.0,Manaus,4
2371,4,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-05-05,10,2700.0,Porto Alegre,21
2372,1,1,Mouse Gamer Optico RGB,Mouse,2025-08-15,17,2548.3,Rio Branco,1
2373,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-08-10,15,532.5,Sao Luis,10
2374,6,11,Teclado Sem Fio Ergonomico,Teclado,2024-10-24,34,5439.66,Salvador,5
2375,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-10-25,5,1245.0,Salvador,5
2376,3,28,Teclado de Membrana Silencioso,Teclado,2025-07-14,6,479.4,Sao Paulo,25
2377,6,29,Mouse Optico Simples USB,Mouse,2025-11-14,37,925.0,Sao Paulo,25
2378,5,5,Mousepad Grande Speed,Acessorio,2025-04-01,20,918.0,Florianopolis,24
2379,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-03-21,31,80599.69,Sao Paulo,25
2380,6,27,Webcam 4K Ultra HD,Camera,2025-01-02,35,13965.0,Macapa,3
2381,3,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-11-15,19,4731.0,Brasilia,7
2382,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-10-03,28,15400.0,Maceio,2
2383,3,3,Headset Gamer 7.1 Surround,Audio,2025-08-09,23,6877.0,Florianopolis,24
2384,1,21,Teclado Mecanico Compacto 60%,Teclado,2025-05-25,26,8317.4,Salvador,5
2385,4,17,Cadeira Gamer Reclinavel,Mobiliario,2024-12-15,4,4796.0,Macapa,3
2386,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-01-14,24,4788.0,Rio Branco,1
2387,1,12,Mouse Vertical Ergonomico,Mouse,2025-08-07,15,1498.5,Vitoria,8
2388,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-03-02,17,20383.0,Manaus,4
2389,2,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-01-22,13,3237.0,Boa Vista,23
2390,4,8,Microfone Condensador Profissional,Audio,2025-08-29,16,7200.0,Goiania,9
2391,1,36,Mouse sem Fio Silencioso,Mouse,2024-10-02,2,139.8,Vitoria,8
2392,2,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-02-19,37,14429.63,Sao Paulo,25
2393,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-08-26,10,9990.0,Boa Vista,23
2394,4,36,Mouse sem Fio Silencioso,Mouse,2025-04-23,8,559.2,Maceio,2
2395,5,27,Webcam 4K Ultra HD,Camera,2025-11-14,4,1596.0,Rio de Janeiro,19
2396,4,36,Mouse sem Fio Silencioso,Mouse,2024-12-04,11,768.9,Aracaju,26
2397,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-10,36,9720.0,Manaus,4
2398,6,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-08-22,14,770.0,Fortaleza,6
2399,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-12,33,39567.0,Teresina,18
2400,2,29,Mouse Optico Simples USB,Mouse,2025-04-25,32,800.0,Recife,17
2401,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-25,28,7560.0,Belem,14
2402,3,29,Mouse Optico Simples USB,Mouse,2025-05-22,10,250.0,Goiania,9
2403,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-09-26,10,3899.9,Sao Paulo,25
2404,2,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-06-10,9,17099.1,Porto Velho,22
2405,2,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-03-27,6,539.4,Natal,20
2406,1,28,Teclado de Membrana Silencioso,Teclado,2024-11-06,6,479.4,Sao Paulo,25
2407,1,5,Mousepad Grande Speed,Acessorio,2025-02-14,36,1652.4,Joao Pessoa,15
2408,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-08-19,13,33799.87,Aracaju,26
2409,5,19,Cooler para Notebook com RGB,Refrigeracao,2024-10-21,7,770.0,Porto Velho,22
2410,4,28,Teclado de Membrana Silencioso,Teclado,2025-03-13,16,1278.4,Florianopolis,24
2411,6,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-09-24,23,43697.7,Palmas,27
2412,1,1,Mouse Gamer Optico RGB,Mouse,2025-09-30,12,1798.8,Sao Luis,10
2413,1,39,No-break 600VA Bivolt,Energia,2025-08-01,26,8320.0,Campo Grande,12
2414,6,11,Teclado Sem Fio Ergonomico,Teclado,2025-03-25,33,5279.67,Florianopolis,24
2415,6,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-01-04,37,9213.0,Aracaju,26
2416,4,37,Fone de Ouvido Headband Com Fio,Audio,2025-11-28,19,674.5,Sao Luis,10
2417,1,37,Fone de Ouvido Headband Com Fio,Audio,2025-04-03,30,1065.0,Florianopolis,24
2418,6,30,Caixa de Som Bluetooth Portatil,Audio,2025-03-02,4,600.0,Fortaleza,6
2419,2,10,Hub USB-C 7-em-1,Adaptador,2025-03-13,34,4416.6,Porto Velho,22
2420,2,12,Mouse Vertical Ergonomico,Mouse,2025-06-12,14,1398.6,Vitoria,8
2421,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-04-29,2,399.0,Teresina,18
2422,6,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-03-02,22,5478.0,Maceio,2
2423,1,7,Caixa de Som USB 2.0,Audio,2025-04-19,36,3060.0,Manaus,4
2424,2,10,Hub USB-C 7-em-1,Adaptador,2025-06-02,40,5196.0,Salvador,5
2425,2,28,Teclado de Membrana Silencioso,Teclado,2024-10-10,23,1837.7,Cuiaba,11
2426,1,12,Mouse Vertical Ergonomico,Mouse,2025-03-26,9,899.1,Goiania,9
2427,3,25,Mousepad RGB Extendido,Acessorio,2024-12-17,38,3382.0,Florianopolis,24
2428,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-01-01,39,6239.61,Boa Vista,23
2429,6,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-02-17,40,2200.0,Cuiaba,11
2430,3,36,Mouse sem Fio Silencioso,Mouse,2025-07-31,18,1258.2,Fortaleza,6
2431,5,34,Dock Station para Notebook,Adaptador,2025-06-29,26,10920.0,Belem,14
2432,6,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-02-03,28,6972.0,Aracaju,26
2433,4,37,Fone de Ouvido Headband Com Fio,Audio,2024-12-30,13,461.5,Natal,20
2434,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-11-29,25,1375.0,Sao Luis,10
2435,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-09-03,36,19800.0,Salvador,5
2436,1,36,Mouse sem Fio Silencioso,Mouse,2024-12-19,31,2166.9,Florianopolis,24
2437,5,9,Controle Sem Fio para PC,Input Device,2024-10-26,7,1540.0,Brasilia,7
2438,6,19,Cooler para Notebook com RGB,Refrigeracao,2025-03-04,31,3410.0,Aracaju,26
2439,1,10,Hub USB-C 7-em-1,Adaptador,2025-04-28,35,4546.5,Porto Alegre,21
2440,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-03-23,27,5386.5,Fortaleza,6
2441,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-05-01,17,2550.0,Natal,20
2442,6,17,Cadeira Gamer Reclinavel,Mobiliario,2025-01-06,21,25179.0,Campo Grande,12
2443,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-05-02,35,8715.0,Maceio,2
2444,6,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-11-04,13,388.7,Curitiba,16
2445,1,23,Headset USB com Microfone Flexivel,Audio,2025-04-28,15,2632.5,Porto Alegre,21
2446,1,10,Hub USB-C 7-em-1,Adaptador,2024-10-04,12,1558.8,Teresina,18
2447,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-10-21,5,1350.0,Curitiba,16
2448,5,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-02-01,6,1620.0,Teresina,18
2449,6,3,Headset Gamer 7.1 Surround,Audio,2024-12-08,39,11661.0,Cuiaba,11
2450,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-10-25,18,990.0,Brasilia,7
2451,1,17,Cadeira Gamer Reclinavel,Mobiliario,2025-07-25,16,19184.0,Cuiaba,11
2452,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-02-27,6,330.0,Maceio,2
2453,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-11-04,33,2966.7,Salvador,5
2454,3,25,Mousepad RGB Extendido,Acessorio,2025-10-16,9,801.0,Rio Branco,1
2455,2,32,Leitor de Cartao de Memoria,Acessorio,2025-06-01,14,490.0,Belem,14
2456,5,39,No-break 600VA Bivolt,Energia,2025-01-02,9,2880.0,Sao Paulo,25
2457,4,5,Mousepad Grande Speed,Acessorio,2025-09-21,7,321.3,Recife,17
2458,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-12-22,5,1350.0,Goiania,9
2459,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-10-17,7,6993.0,Maceio,2
2460,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-06-10,17,4590.0,Sao Luis,10
2461,6,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-02-21,19,568.1,Manaus,4
2462,2,36,Mouse sem Fio Silencioso,Mouse,2025-06-19,3,209.7,Curitiba,16
2463,3,5,Mousepad Grande Speed,Acessorio,2024-12-27,35,1606.5,Porto Alegre,21
2464,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-08-17,37,5550.0,Natal,20
2465,1,30,Caixa de Som Bluetooth Portatil,Audio,2025-11-14,33,4950.0,Sao Paulo,25
2466,5,29,Mouse Optico Simples USB,Mouse,2025-10-02,11,275.0,Sao Paulo,25
2467,2,29,Mouse Optico Simples USB,Mouse,2025-02-23,9,225.0,Macapa,3
2468,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-09-10,12,3240.0,Palmas,27
2469,2,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-08-13,15,38999.85,Porto Velho,22
2470,1,30,Caixa de Som Bluetooth Portatil,Audio,2025-08-05,20,3000.0,Teresina,18
2471,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-08-01,28,53197.2,Campo Grande,12
2472,1,14,SSD Externo Portatil 500GB,Armazenamento,2025-04-24,14,6846.0,Porto Velho,22
2473,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-06,21,5670.0,Aracaju,26
2474,2,39,No-break 600VA Bivolt,Energia,2025-02-14,10,3200.0,Belem,14
2475,1,10,Hub USB-C 7-em-1,Adaptador,2025-03-24,28,3637.2,Manaus,4
2476,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-03-30,9,3509.91,Palmas,27
2477,5,19,Cooler para Notebook com RGB,Refrigeracao,2025-06-28,37,4070.0,Rio de Janeiro,19
2478,5,32,Leitor de Cartao de Memoria,Acessorio,2025-06-24,35,1225.0,Palmas,27
2479,2,9,Controle Sem Fio para PC,Input Device,2025-10-29,18,3960.0,Fortaleza,6
2480,3,10,Hub USB-C 7-em-1,Adaptador,2025-04-14,28,3637.2,Campo Grande,12
2481,5,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-03-22,27,1617.3,Belem,14
2482,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-07-23,34,18700.0,Belem,14
2483,4,5,Mousepad Grande Speed,Acessorio,2025-05-05,6,275.4,Teresina,18
2484,2,35,Teclado Numerico USB,Teclado,2025-11-13,37,1846.3,Palmas,27
2485,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-06-27,15,1132.5,Rio de Janeiro,19
2486,2,14,SSD Externo Portatil 500GB,Armazenamento,2024-10-14,9,4401.0,Campo Grande,12
2487,2,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-12-16,36,8964.0,Curitiba,16
2488,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-03-14,15,38999.85,Joao Pessoa,15
2489,4,5,Mousepad Grande Speed,Acessorio,2025-08-31,29,1331.1,Sao Paulo,25
2490,6,17,Cadeira Gamer Reclinavel,Mobiliario,2025-09-23,12,14388.0,Curitiba,16
2491,3,39,No-break 600VA Bivolt,Energia,2025-08-27,10,3200.0,Belo Horizonte,13
2492,6,32,Leitor de Cartao de Memoria,Acessorio,2025-02-20,22,770.0,Aracaju,26
2493,2,39,No-break 600VA Bivolt,Energia,2024-10-31,1,320.0,Boa Vista,23
2494,3,32,Leitor de Cartao de Memoria,Acessorio,2025-03-15,1,35.0,Fortaleza,6
2495,2,25,Mousepad RGB Extendido,Acessorio,2025-06-13,19,1691.0,Manaus,4
2496,4,28,Teclado de Membrana Silencioso,Teclado,2024-10-24,13,1038.7,Boa Vista,23
2497,2,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-10-11,19,3790.5,Recife,17
2498,2,7,Caixa de Som USB 2.0,Audio,2025-01-03,20,1700.0,Fortaleza,6
2499,1,32,Leitor de Cartao de Memoria,Acessorio,2025-01-12,17,595.0,Goiania,9
2500,2,27,Webcam 4K Ultra HD,Camera,2025-02-21,20,7980.0,Joao Pessoa,15
2501,3,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-09-30,21,39897.9,Natal,20
2502,5,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-10-10,6,2339.94,Goiania,9
2503,2,34,Dock Station para Notebook,Adaptador,2025-09-06,32,13440.0,Belo Horizonte,13
2504,2,7,Caixa de Som USB 2.0,Audio,2025-04-27,34,2890.0,Brasilia,7
2505,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-03-07,33,6583.5,Goiania,9
2506,6,27,Webcam 4K Ultra HD,Camera,2025-04-11,39,15561.0,Goiania,9
2507,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-11-26,25,887.5,Teresina,18
2508,2,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-03-10,1,29.9,Belem,14
2509,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-03-08,30,8100.0,Maceio,2
2510,4,8,Microfone Condensador Profissional,Audio,2024-10-08,12,5400.0,Belem,14
2511,4,32,Leitor de Cartao de Memoria,Acessorio,2025-08-18,6,210.0,Fortaleza,6
2512,5,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-07-02,34,1016.6,Fortaleza,6
2513,5,30,Caixa de Som Bluetooth Portatil,Audio,2024-10-10,2,300.0,Belo Horizonte,13
2514,3,27,Webcam 4K Ultra HD,Camera,2025-01-05,24,9576.0,Palmas,27
2515,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-08-19,25,24975.0,Palmas,27
2516,2,39,No-break 600VA Bivolt,Energia,2025-05-30,22,7040.0,Campo Grande,12
2517,1,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-01-15,35,13649.65,Brasilia,7
2518,1,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-09-03,11,658.9,Aracaju,26
2519,3,1,Mouse Gamer Optico RGB,Mouse,2025-09-21,4,599.6,Brasilia,7
2520,1,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-06-08,7,528.5,Florianopolis,24
2521,2,9,Controle Sem Fio para PC,Input Device,2025-07-19,33,7260.0,Natal,20
2522,5,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-09-12,6,15599.94,Macapa,3
2523,6,7,Caixa de Som USB 2.0,Audio,2024-10-24,17,1445.0,Palmas,27
2524,5,23,Headset USB com Microfone Flexivel,Audio,2025-09-02,9,1579.5,Campo Grande,12
2525,4,25,Mousepad RGB Extendido,Acessorio,2024-11-20,39,3471.0,Aracaju,26
2526,5,23,Headset USB com Microfone Flexivel,Audio,2025-05-08,2,351.0,Brasilia,7
2527,2,9,Controle Sem Fio para PC,Input Device,2025-03-21,16,3520.0,Goiania,9
2528,5,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-23,36,11516.4,Fortaleza,6
2529,2,11,Teclado Sem Fio Ergonomico,Teclado,2025-02-20,25,3999.75,Boa Vista,23
2530,4,7,Caixa de Som USB 2.0,Audio,2025-04-26,3,255.0,Porto Velho,22
2531,6,10,Hub USB-C 7-em-1,Adaptador,2025-10-15,6,779.4,Rio Branco,1
2532,1,10,Hub USB-C 7-em-1,Adaptador,2024-12-15,35,4546.5,Goiania,9
2533,5,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-03-28,33,62696.7,Sao Paulo,25
2534,6,14,SSD Externo Portatil 500GB,Armazenamento,2025-10-26,14,6846.0,Goiania,9
2535,6,26,Placa de Captura Externa 4K,Video,2025-09-18,19,14820.0,Salvador,5
2536,6,11,Teclado Sem Fio Ergonomico,Teclado,2025-08-23,25,3999.75,Recife,17
2537,3,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-11-23,8,1992.0,Teresina,18
2538,6,27,Webcam 4K Ultra HD,Camera,2025-10-12,5,1995.0,Maceio,2
2539,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-10-24,35,6982.5,Aracaju,26
2540,4,11,Teclado Sem Fio Ergonomico,Teclado,2024-10-06,29,4639.71,Aracaju,26
2541,6,1,Mouse Gamer Optico RGB,Mouse,2024-12-14,38,5696.2,Palmas,27
2542,5,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-12-14,17,6629.83,Florianopolis,24
2543,4,32,Leitor de Cartao de Memoria,Acessorio,2025-03-05,38,1330.0,Recife,17
2544,5,1,Mouse Gamer Optico RGB,Mouse,2025-01-18,15,2248.5,Salvador,5
2545,4,12,Mouse Vertical Ergonomico,Mouse,2024-11-05,31,3096.9,Recife,17
2546,4,8,Microfone Condensador Profissional,Audio,2025-01-16,11,4950.0,Recife,17
2547,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-04-02,33,39567.0,Natal,20
2548,5,14,SSD Externo Portatil 500GB,Armazenamento,2025-04-07,1,489.0,Sao Paulo,25
2549,1,5,Mousepad Grande Speed,Acessorio,2025-05-02,9,413.1,Macapa,3
2550,1,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-07-06,32,1916.8,Palmas,27
2551,6,35,Teclado Numerico USB,Teclado,2025-08-23,5,249.5,Salvador,5
